TransactionID,CustomerID,Date,ProductID,Price_x,Qty,TotalAmount,Product Name,Price_y,StoreName,GroupStore,Type,Age,Gender,Marital Status,Income
TR54270,392,2022-04-04,P10,15000,5,75000,Cheese Stick,15000,Gita Ginara,Gita,General Trade,45,0,Married,"19,68"
TR56681,96,2022-04-04,P1,8800,9,79200,Choco Bar,8800,Prima Kelapa Dua,Prima,Modern Trade,55,0,Married,"13,67"
TR60285,223,2022-04-04,P5,4200,5,21000,Thai Tea,4200,Prima Kelapa Dua,Prima,Modern Trade,62,1,Single,"5,35"
TR67393,90,2022-04-04,P7,9400,6,56400,Coffee Candy,9400,Sinar Harapan,Prestasi,General Trade,21,1,Single,0
TR70022,78,2022-04-04,P10,15000,1,15000,Cheese Stick,15000,Sinar Harapan,Harapan Baru,General Trade,41,1,Married,"10,34"
TR71964,245,2022-04-04,P1,8800,7,61600,Choco Bar,8800,Lingga,Lingga,Modern Trade,26,1,Married,"4,58"
TR72590,277,2022-04-04,P8,16000,1,16000,Oat,16000,Sinar Harapan,Prestasi,General Trade,60,1,Married,"9,38"
TR8418,332,2022-04-04,P2,3200,4,12800,Ginger Candy,3200,Buana Indah,Buana,General Trade,28,1,Single,"6,91"
TR94559,369,2022-04-04,P3,7500,5,37500,Crackers,7500,Gita Ginara,Gita,General Trade,32,0,Married,"10,62"
TR98000,258,2022-04-04,P1,8800,9,79200,Choco Bar,8800,Lingga,Lingga,Modern Trade,51,0,Married,"12,57"
TR11680,388,2022-05-04,P7,9400,4,37600,Coffee Candy,9400,Priangan,Priangan,Modern Trade,44,1,Married,"16,12"
TR13038,346,2022-05-04,P1,8800,9,79200,Choco Bar,8800,Prima Kelapa Dua,Prima,Modern Trade,62,0,Married,"5,08"
TR21280,204,2022-05-04,P5,4200,4,16800,Thai Tea,4200,Prima Kelapa Dua,Prima,Modern Trade,53,0,Married,"9,46"
TR22346,236,2022-05-04,P7,9400,6,56400,Coffee Candy,9400,Buana,Buana,General Trade,28,0,Married,"3,13"
TR33357,377,2022-05-04,P7,9400,5,47000,Coffee Candy,9400,Bonafid,Gita,General Trade,53,0,Single,"10,39"
TR33826,46,2022-05-04,P6,18000,4,72000,Cashew,18000,Prestasi Utama,Prestasi,General Trade,36,1,Married,"8,31"
TR34567,184,2022-05-04,P6,18000,4,72000,Cashew,18000,Gita Ginara,Gita,General Trade,33,0,Single,"13,93"
TR36964,267,2022-05-04,P2,3200,3,9600,Ginger Candy,3200,Priangan,Priangan,Modern Trade,22,0,Single,0
TR45309,14,2022-05-04,P1,8800,6,52800,Choco Bar,8800,Prima Kelapa Dua,Prima,Modern Trade,58,1,Married,"10,18"
TR75562,120,2022-05-04,P4,12000,4,48000,Potato Chip,12000,Lingga,Lingga,Modern Trade,30,0,Married,"2,48"
TR78827,442,2022-05-04,P8,16000,1,16000,Oat,16000,Harapan Baru,Harapan Baru,General Trade,42,1,Married,"14,88"
TR84736,47,2022-05-04,P3,7500,3,22500,Crackers,7500,Buana,Buana,General Trade,35,1,Married,"9,56"
TR86692,410,2022-05-04,P9,10000,2,20000,Yoghurt,10000,Buana Indah,Buana,General Trade,55,1,Married,"8,68"
TR86693,342,2022-05-04,P3,7500,6,45000,Crackers,7500,Prima Kelapa Dua,Prima,Modern Trade,48,1,Married,"13,55"
TR94912,24,2022-05-04,P7,9400,2,18800,Coffee Candy,9400,Lingga,Lingga,Modern Trade,37,0,Married,"9,53"
TR11801,186,2022-06-04,P1,8800,2,17600,Choco Bar,8800,Gita Ginara,Gita,General Trade,34,1,Married,"4,02"
TR17109,182,2022-06-04,P6,18000,3,54000,Cashew,18000,Sinar Harapan,Harapan Baru,General Trade,44,1,Married,"14,57"
TR22204,250,2022-06-04,P5,4200,5,21000,Thai Tea,4200,Harapan Baru,Harapan Baru,General Trade,30,1,Married,"3,96"
TR24638,311,2022-06-04,P4,12000,3,36000,Potato Chip,12000,Bonafid,Gita,General Trade,61,1,Married,"7,64"
TR2914,199,2022-06-04,P3,7500,6,45000,Crackers,7500,Prima Kelapa Dua,Prima,Modern Trade,41,0,Married,"7,9"
TR29149,118,2022-06-04,P6,18000,1,18000,Cashew,18000,Bonafid,Gita,General Trade,20,1,Single,"3,28"
TR34347,189,2022-06-04,P6,18000,4,72000,Cashew,18000,Lingga,Lingga,Modern Trade,59,1,Single,"5,15"
TR4131,432,2022-06-04,P5,4200,2,8400,Thai Tea,4200,Buana,Buana,General Trade,35,1,Married,"9,79"
TR41318,204,2022-06-04,P9,10000,6,60000,Yoghurt,10000,Bonafid,Gita,General Trade,53,0,Married,"9,46"
TR41889,189,2022-06-04,P2,3200,6,19200,Ginger Candy,3200,Lingga,Lingga,Modern Trade,59,1,Single,"5,15"
TR54156,226,2022-06-04,P9,10000,3,30000,Yoghurt,10000,Sinar Harapan,Prestasi,General Trade,18,0,Single,0
TR89889,397,2022-06-04,P3,7500,4,30000,Crackers,7500,Prestasi Utama,Prestasi,General Trade,24,0,Single,"6,42"
TR13466,10,2022-07-04,P10,15000,5,75000,Cheese Stick,15000,Prima Kelapa Dua,Prima,Modern Trade,34,1,Married,4
TR13708,39,2022-07-04,P10,15000,2,30000,Cheese Stick,15000,Prestasi Utama,Prestasi,General Trade,66,1,Married,"6,19"
TR16030,138,2022-07-04,P3,7500,3,22500,Crackers,7500,Buana Indah,Buana,General Trade,37,1,Married,"8,96"
TR32530,304,2022-07-04,P6,18000,1,18000,Cashew,18000,Gita Ginara,Gita,General Trade,34,0,Single,"8,55"
TR38619,336,2022-07-04,P10,15000,2,30000,Cheese Stick,15000,Lingga,Lingga,Modern Trade,51,0,Single,"10,84"
TR55364,319,2022-07-04,P9,10000,4,40000,Yoghurt,10000,Gita Ginara,Gita,General Trade,39,0,Married,"8,82"
TR5922,241,2022-07-04,P2,3200,6,19200,Ginger Candy,3200,Sinar Harapan,Prestasi,General Trade,24,1,Single,"0,57"
TR7344,79,2022-07-04,P9,10000,3,30000,Yoghurt,10000,Sinar Harapan,Harapan Baru,General Trade,20,1,Single,"1,6"
TR88564,326,2022-07-04,P10,15000,5,75000,Cheese Stick,15000,Prima Kelapa Dua,Prima,Modern Trade,24,1,Single,"2,69"
TR88894,424,2022-07-04,P2,3200,7,22400,Ginger Candy,3200,Sinar Harapan,Harapan Baru,General Trade,38,0,Married,"10,06"
TR89192,359,2022-07-04,P5,4200,3,12600,Thai Tea,4200,Buana,Buana,General Trade,46,0,Married,"19,99"
TR8933,316,2022-07-04,P5,4200,3,12600,Thai Tea,4200,Bonafid,Gita,General Trade,45,0,Married,"9,49"
TR91011,350,2022-07-04,P9,10000,2,20000,Yoghurt,10000,Bonafid,Gita,General Trade,38,0,Single,"7,95"
TR97409,241,2022-07-04,P1,8800,2,17600,Choco Bar,8800,Gita Ginara,Gita,General Trade,24,1,Single,"0,57"
TR23189,16,2022-08-04,P7,9400,5,47000,Coffee Candy,9400,Bonafid,Gita,General Trade,52,0,Married,"11,8"
TR25238,276,2022-08-04,P3,7500,2,15000,Crackers,7500,Prima Tendean,Prima,Modern Trade,31,1,Married,"8,96"
TR65271,390,2022-08-04,P4,12000,1,12000,Potato Chip,12000,Lingga,Lingga,Modern Trade,20,1,Single,"3,7"
TR67850,81,2022-08-04,P3,7500,1,7500,Crackers,7500,Lingga,Lingga,Modern Trade,44,0,Married,"19,49"
TR68293,363,2022-08-04,P5,4200,3,12600,Thai Tea,4200,Buana Indah,Buana,General Trade,35,0,Married,"6,05"
TR7042,43,2022-08-04,P7,9400,5,47000,Coffee Candy,9400,Bonafid,Gita,General Trade,53,0,Married,"16,64"
TR72447,182,2022-08-04,P5,4200,3,12600,Thai Tea,4200,Harapan Baru,Harapan Baru,General Trade,44,1,Married,"14,57"
TR78157,81,2022-08-04,P1,8800,8,70400,Choco Bar,8800,Prima Tendean,Prima,Modern Trade,44,0,Married,"19,49"
TR81248,305,2022-08-04,P10,15000,4,60000,Cheese Stick,15000,Lingga,Lingga,Modern Trade,29,1,Married,"4,08"
TR85871,144,2022-08-04,P7,9400,6,56400,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade,34,0,Married,"10,01"
TR99305,28,2022-08-04,P6,18000,2,36000,Cashew,18000,Bonafid,Gita,General Trade,55,0,Married,"6,08"
TR27424,390,2022-09-04,P7,9400,2,18800,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade,20,1,Single,"3,7"
TR36462,358,2022-09-04,P4,12000,2,24000,Potato Chip,12000,Prestasi Utama,Prestasi,General Trade,32,1,Married,"3,2"
TR45940,160,2022-09-04,P3,7500,1,7500,Crackers,7500,Buana,Buana,General Trade,48,1,Married,"12,57"
TR50070,163,2022-09-04,P3,7500,6,45000,Crackers,7500,Buana Indah,Buana,General Trade,47,1,Married,"6,3"
TR51571,219,2022-09-04,P5,4200,5,21000,Thai Tea,4200,Prestasi Utama,Prestasi,General Trade,39,0,Single,"9,73"
TR5344,303,2022-09-04,P3,7500,6,45000,Crackers,7500,Lingga,Lingga,Modern Trade,45,0,Married,"10,34"
TR62493,427,2022-09-04,P10,15000,4,60000,Cheese Stick,15000,Lingga,Lingga,Modern Trade,54,0,Married,"16,88"
TR65515,404,2022-09-04,P2,3200,4,12800,Ginger Candy,3200,Prima Kelapa Dua,Prima,Modern Trade,22,0,Single,"2,69"
TR68700,13,2022-09-04,P5,4200,3,12600,Thai Tea,4200,Priangan,Priangan,Modern Trade,23,0,Single,"2,03"
TR71562,413,2022-09-04,P8,16000,3,48000,Oat,16000,Gita Ginara,Gita,General Trade,31,0,Married,"8,8"
TR72258,193,2022-09-04,P9,10000,7,70000,Yoghurt,10000,Lingga,Lingga,Modern Trade,42,0,Married,"20,64"
TR14512,322,2022-10-04,P2,3200,3,9600,Ginger Candy,3200,Buana Indah,Buana,General Trade,41,0,Married,"20,01"
TR2849,12,2022-10-04,P7,9400,3,28200,Coffee Candy,9400,Harapan Baru,Harapan Baru,General Trade,2,1,Married,"4,94"
TR39239,429,2022-10-04,P10,15000,4,60000,Cheese Stick,15000,Buana Indah,Buana,General Trade,37,1,Married,"8,97"
TR48169,84,2022-10-04,P7,9400,4,37600,Coffee Candy,9400,Prima Kota,Prima,Modern Trade,54,0,Married,"18,12"
TR52762,31,2022-10-04,P7,9400,2,18800,Coffee Candy,9400,Gita Ginara,Gita,General Trade,38,0,Married,"9,61"
TR55266,120,2022-10-04,P1,8800,4,35200,Choco Bar,8800,Prima Tendean,Prima,Modern Trade,30,0,Married,"2,48"
TR55501,64,2022-10-04,P10,15000,2,30000,Cheese Stick,15000,Prima Tendean,Prima,Modern Trade,48,1,Married,"7,92"
TR60092,411,2022-10-04,P8,16000,3,48000,Oat,16000,Prima Kota,Prima,Modern Trade,19,1,Single,0
TR60922,297,2022-10-04,P2,3200,6,19200,Ginger Candy,3200,Prestasi Utama,Prestasi,General Trade,41,1,Married,"12,13"
TR71773,363,2022-10-04,P10,15000,2,30000,Cheese Stick,15000,Prima Kelapa Dua,Prima,Modern Trade,35,0,Married,"6,05"
TR78733,186,2022-10-04,P4,12000,2,24000,Potato Chip,12000,Buana Indah,Buana,General Trade,34,1,Married,"4,02"
TR16168,125,2022-11-04,P6,18000,3,54000,Cashew,18000,Bonafid,Gita,General Trade,55,1,Married,"12,75"
TR223,193,2022-11-04,P10,15000,5,75000,Cheese Stick,15000,Lingga,Lingga,Modern Trade,42,0,Married,"20,64"
TR27000,326,2022-11-04,P9,10000,3,30000,Yoghurt,10000,Priangan,Priangan,Modern Trade,24,1,Single,"2,69"
TR3913,7,2022-11-04,P4,12000,3,36000,Potato Chip,12000,Buana,Buana,General Trade,31,0,Married,"4,57"
TR45043,254,2022-11-04,P1,8800,2,17600,Choco Bar,8800,Prima Kelapa Dua,Prima,Modern Trade,58,0,Single,"6,05"
TR53993,374,2022-11-04,P3,7500,2,15000,Crackers,7500,Sinar Harapan,Prestasi,General Trade,32,0,Single,"5,4"
TR68958,352,2022-11-04,P10,15000,1,15000,Cheese Stick,15000,Bonafid,Gita,General Trade,69,0,Single,"6,15"
TR74606,102,2022-11-04,P5,4200,4,16800,Thai Tea,4200,Prima Kota,Prima,Modern Trade,39,0,Married,"6,44"
TR74847,286,2022-11-04,P8,16000,1,16000,Oat,16000,Prima Kota,Prima,Modern Trade,60,0,Married,"6,19"
TR74947,423,2022-11-04,P4,12000,2,24000,Potato Chip,12000,Sinar Harapan,Prestasi,General Trade,22,0,Married,"3,55"
TR85314,211,2022-11-04,P5,4200,4,16800,Thai Tea,4200,Priangan,Priangan,Modern Trade,29,0,Married,"3,54"
TR95763,427,2022-11-04,P5,4200,5,21000,Thai Tea,4200,Buana Indah,Buana,General Trade,54,0,Married,"16,88"
TR96762,110,2022-11-04,P2,3200,4,12800,Ginger Candy,3200,Gita Ginara,Gita,General Trade,19,0,Married,"2,41"
TR11320,12,2022-12-04,P9,10000,3,30000,Yoghurt,10000,Bonafid,Gita,General Trade,2,1,Married,"4,94"
TR13493,332,2022-12-04,P2,3200,7,22400,Ginger Candy,3200,Bonafid,Gita,General Trade,28,1,Single,"6,91"
TR15284,431,2022-12-04,P8,16000,1,16000,Oat,16000,Prestasi Utama,Prestasi,General Trade,40,1,Married,"9,51"
TR15847,253,2022-12-04,P1,8800,6,52800,Choco Bar,8800,Gita Ginara,Gita,General Trade,37,0,Married,"4,32"
TR26926,428,2022-12-04,P5,4200,5,21000,Thai Tea,4200,Prestasi Utama,Prestasi,General Trade,60,1,Married,"4,49"
TR30524,87,2022-12-04,P2,3200,7,22400,Ginger Candy,3200,Bonafid,Gita,General Trade,44,1,Married,"9,57"
TR30710,271,2022-12-04,P7,9400,6,56400,Coffee Candy,9400,Buana,Buana,General Trade,29,0,Married,"4,74"
TR35443,312,2022-12-04,P4,12000,3,36000,Potato Chip,12000,Prima Kota,Prima,Modern Trade,54,0,Married,"18,77"
TR39557,131,2022-12-04,P6,18000,4,72000,Cashew,18000,Prima Tendean,Prima,Modern Trade,25,0,Single,"7,12"
TR43497,140,2022-12-04,P7,9400,3,28200,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade,54,0,Married,"9,57"
TR45641,359,2022-12-04,P7,9400,6,56400,Coffee Candy,9400,Buana,Buana,General Trade,46,0,Married,"19,99"
TR45683,74,2022-12-04,P4,12000,4,48000,Potato Chip,12000,Sinar Harapan,Prestasi,General Trade,3,1,Married,"5,09"
TR55183,296,2022-12-04,P2,3200,6,19200,Ginger Candy,3200,Sinar Harapan,Harapan Baru,General Trade,38,1,Single,"3,18"
TR64203,326,2022-12-04,P4,12000,2,24000,Potato Chip,12000,Lingga,Lingga,Modern Trade,24,1,Single,"2,69"
TR66037,401,2022-12-04,P5,4200,3,12600,Thai Tea,4200,Harapan Baru,Harapan Baru,General Trade,45,0,Married,"4,08"
TR69704,322,2022-12-04,P4,12000,4,48000,Potato Chip,12000,Lingga,Lingga,Modern Trade,41,0,Married,"20,01"
TR75017,322,2022-12-04,P5,4200,3,12600,Thai Tea,4200,Buana Indah,Buana,General Trade,41,0,Married,"20,01"
TR9732,306,2022-12-04,P9,10000,3,30000,Yoghurt,10000,Gita Ginara,Gita,General Trade,49,0,Married,"16,52"
TR13714,125,2022-04-13,P6,18000,1,18000,Cashew,18000,Harapan Baru,Harapan Baru,General Trade,55,1,Married,"12,75"
TR20041,169,2022-04-13,P8,16000,2,32000,Oat,16000,Prima Tendean,Prima,Modern Trade,34,0,Married,"3,97"
TR22982,145,2022-04-13,P1,8800,6,52800,Choco Bar,8800,Lingga,Lingga,Modern Trade,37,0,Single,"14,59"
TR24426,26,2022-04-13,P5,4200,5,21000,Thai Tea,4200,Lingga,Lingga,Modern Trade,45,1,Married,"7,83"
TR32403,307,2022-04-13,P7,9400,4,37600,Coffee Candy,9400,Lingga,Lingga,Modern Trade,31,0,Married,"5,22"
TR32902,165,2022-04-13,P2,3200,7,22400,Ginger Candy,3200,Prima Tendean,Prima,Modern Trade,44,1,Married,"14,58"
TR41120,381,2022-04-13,P3,7500,4,30000,Crackers,7500,Sinar Harapan,Prestasi,General Trade,39,0,Married,"6,92"
TR52428,146,2022-04-13,P5,4200,4,16800,Thai Tea,4200,Prima Tendean,Prima,Modern Trade,27,0,Married,"3,16"
TR7796,357,2022-04-13,P7,9400,4,37600,Coffee Candy,9400,Priangan,Priangan,Modern Trade,48,0,Married,"18,14"
TR84302,37,2022-04-13,P8,16000,3,48000,Oat,16000,Sinar Harapan,Prestasi,General Trade,51,0,Married,"17,11"
TR89650,86,2022-04-13,P8,16000,3,48000,Oat,16000,Prima Tendean,Prima,Modern Trade,60,1,Married,"9,54"
TR91337,48,2022-04-13,P9,10000,6,60000,Yoghurt,10000,Lingga,Lingga,Modern Trade,32,0,Married,"10,62"
TR97804,142,2022-04-13,P10,15000,2,30000,Cheese Stick,15000,Prima Tendean,Prima,Modern Trade,23,1,Single,"1,58"
TR1376,331,2022-04-14,P9,10000,6,60000,Yoghurt,10000,Buana,Buana,General Trade,54,0,Married,"16,19"
TR37937,45,2022-04-14,P3,7500,1,7500,Crackers,7500,Gita Ginara,Gita,General Trade,53,0,Married,"9,25"
TR40284,127,2022-04-14,P3,7500,4,30000,Crackers,7500,Buana,Buana,General Trade,27,0,Married,"2,07"
TR42263,89,2022-04-14,P3,7500,2,15000,Crackers,7500,Prima Kota,Prima,Modern Trade,32,0,Married,"9,68"
TR48311,315,2022-04-14,P4,12000,4,48000,Potato Chip,12000,Lingga,Lingga,Modern Trade,29,1,Married,"4,18"
TR70238,23,2022-04-14,P4,12000,2,24000,Potato Chip,12000,Buana,Buana,General Trade,57,1,Married,"12,56"
TR77885,82,2022-04-14,P10,15000,5,75000,Cheese Stick,15000,Prestasi Utama,Prestasi,General Trade,60,1,Married,"6,24"
TR78994,303,2022-04-14,P5,4200,2,8400,Thai Tea,4200,Harapan Baru,Harapan Baru,General Trade,45,0,Married,"10,34"
TR83724,88,2022-04-14,P5,4200,4,16800,Thai Tea,4200,Prima Kelapa Dua,Prima,Modern Trade,21,0,Single,"2,97"
TR86827,327,2022-04-14,P7,9400,5,47000,Coffee Candy,9400,Harapan Baru,Harapan Baru,General Trade,50,0,Married,"12,41"
TR92760,295,2022-04-14,P5,4200,5,21000,Thai Tea,4200,Bonafid,Gita,General Trade,34,0,Married,"4,78"
TR24634,124,2022-04-15,P3,7500,2,15000,Crackers,7500,Lingga,Lingga,Modern Trade,28,0,Single,"5,12"
TR30813,228,2022-04-15,P3,7500,5,37500,Crackers,7500,Harapan Baru,Harapan Baru,General Trade,46,0,Married,"11,31"
TR34217,73,2022-04-15,P6,18000,4,72000,Cashew,18000,Harapan Baru,Harapan Baru,General Trade,53,0,Married,"13,71"
TR38830,74,2022-04-15,P10,15000,3,45000,Cheese Stick,15000,Gita Ginara,Gita,General Trade,3,1,Married,"5,09"
TR48476,105,2022-04-15,P10,15000,2,30000,Cheese Stick,15000,Prima Kota,Prima,Modern Trade,61,0,Married,"7,54"
TR59273,399,2022-04-15,P9,10000,3,30000,Yoghurt,10000,Buana,Buana,General Trade,52,1,Single,"33,77"
TR89142,267,2022-04-15,P1,8800,5,44000,Choco Bar,8800,Sinar Harapan,Prestasi,General Trade,22,0,Single,0
TR93002,324,2022-04-15,P5,4200,4,16800,Thai Tea,4200,Prima Tendean,Prima,Modern Trade,36,1,Married,"10,59"
TR17958,384,2022-04-16,P10,15000,5,75000,Cheese Stick,15000,Lingga,Lingga,Modern Trade,59,1,Married,"4,42"
TR223,154,2022-04-16,P9,10000,3,30000,Yoghurt,10000,Lingga,Lingga,Modern Trade,31,0,Married,"8,36"
TR27254,353,2022-04-16,P9,10000,7,70000,Yoghurt,10000,Prima Kota,Prima,Modern Trade,25,0,Single,"1,32"
TR35193,249,2022-04-16,P9,10000,5,50000,Yoghurt,10000,Lingga,Lingga,Modern Trade,47,0,Married,"13,34"
TR4070,423,2022-04-16,P1,8800,8,70400,Choco Bar,8800,Lingga,Lingga,Modern Trade,22,0,Married,"3,55"
TR60400,46,2022-04-16,P5,4200,4,16800,Thai Tea,4200,Buana,Buana,General Trade,36,1,Married,"8,31"
TR62440,430,2022-04-16,P3,7500,6,45000,Crackers,7500,Prestasi Utama,Prestasi,General Trade,55,1,Single,"18,37"
TR7883,43,2022-04-16,P3,7500,6,45000,Crackers,7500,Prima Tendean,Prima,Modern Trade,53,0,Married,"16,64"
TR84845,167,2022-04-16,P9,10000,4,40000,Yoghurt,10000,Harapan Baru,Harapan Baru,General Trade,28,1,Married,"2,91"
TR85806,76,2022-04-16,P8,16000,3,48000,Oat,16000,Prestasi Utama,Prestasi,General Trade,38,1,Married,"7,88"
TR95986,425,2022-04-16,P10,15000,3,45000,Cheese Stick,15000,Prestasi Utama,Prestasi,General Trade,58,1,Married,"7,22"
TR96924,34,2022-04-16,P7,9400,5,47000,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade,45,0,Married,"6,36"
TR97114,119,2022-04-16,P10,15000,1,15000,Cheese Stick,15000,Lingga,Lingga,Modern Trade,26,1,Single,"5,54"
TR11510,233,2022-04-17,P10,15000,2,30000,Cheese Stick,15000,Buana,Buana,General Trade,43,1,Married,"5,69"
TR25259,280,2022-04-17,P4,12000,1,12000,Potato Chip,12000,Harapan Baru,Harapan Baru,General Trade,60,1,Married,"9,57"
TR32800,354,2022-04-17,P6,18000,1,18000,Cashew,18000,Buana,Buana,General Trade,53,1,Married,"16,94"
TR34544,389,2022-04-17,P5,4200,5,21000,Thai Tea,4200,Buana Indah,Buana,General Trade,30,1,Married,"3,72"
TR36123,296,2022-04-17,P5,4200,3,12600,Thai Tea,4200,Lingga,Lingga,Modern Trade,38,1,Single,"3,18"
TR5075,28,2022-04-17,P2,3200,6,19200,Ginger Candy,3200,Harapan Baru,Harapan Baru,General Trade,55,0,Married,"6,08"
TR65917,120,2022-04-17,P7,9400,6,56400,Coffee Candy,9400,Sinar Harapan,Harapan Baru,General Trade,30,0,Married,"2,48"
TR78331,408,2022-04-17,P1,8800,8,70400,Choco Bar,8800,Lingga,Lingga,Modern Trade,34,1,Married,"9,45"
TR83136,268,2022-04-17,P8,16000,1,16000,Oat,16000,Buana Indah,Buana,General Trade,49,1,Single,"5,18"
TR83303,101,2022-04-17,P2,3200,3,9600,Ginger Candy,3200,Prima Kelapa Dua,Prima,Modern Trade,61,1,Married,"54,2"
TR89342,436,2022-04-17,P9,10000,7,70000,Yoghurt,10000,Buana,Buana,General Trade,51,1,Married,"18,89"
TR94512,404,2022-04-17,P2,3200,3,9600,Ginger Candy,3200,Prestasi Utama,Prestasi,General Trade,22,0,Single,"2,69"
TR21074,132,2022-04-18,P1,8800,5,44000,Choco Bar,8800,Buana,Buana,General Trade,41,0,Married,"17,69"
TR26247,248,2022-04-18,P4,12000,3,36000,Potato Chip,12000,Lingga,Lingga,Modern Trade,36,1,Married,"5,76"
TR4050,225,2022-04-18,P6,18000,1,18000,Cashew,18000,Buana Indah,Buana,General Trade,59,1,Married,"10,59"
TR64090,352,2022-04-18,P3,7500,2,15000,Crackers,7500,Sinar Harapan,Prestasi,General Trade,69,0,Single,"6,15"
TR91977,439,2022-04-18,P5,4200,5,21000,Thai Tea,4200,Sinar Harapan,Prestasi,General Trade,35,0,Single,"12,34"
TR94076,433,2022-04-18,P10,15000,4,60000,Cheese Stick,15000,Bonafid,Gita,General Trade,48,1,Married,"11,97"
TR94382,13,2022-04-18,P5,4200,3,12600,Thai Tea,4200,Prima Kota,Prima,Modern Trade,23,0,Single,"2,03"
TR96225,419,2022-04-18,P3,7500,3,22500,Crackers,7500,Buana Indah,Buana,General Trade,38,1,Married,"3,86"
TR10854,49,2022-04-19,P8,16000,1,16000,Oat,16000,Prima Kelapa Dua,Prima,Modern Trade,44,1,Married,"13,48"
TR24761,269,2022-04-19,P3,7500,6,45000,Crackers,7500,Buana Indah,Buana,General Trade,39,1,Married,"6,3"
TR27960,200,2022-04-19,P5,4200,2,8400,Thai Tea,4200,Prima Kelapa Dua,Prima,Modern Trade,25,0,Married,"2,39"
TR29707,201,2022-04-19,P1,8800,4,35200,Choco Bar,8800,Prima Kelapa Dua,Prima,Modern Trade,57,0,Married,"6,87"
TR30162,284,2022-04-19,P6,18000,3,54000,Cashew,18000,Lingga,Lingga,Modern Trade,49,1,Married,"11,31"
TR30585,300,2022-04-19,P5,4200,3,12600,Thai Tea,4200,Sinar Harapan,Harapan Baru,General Trade,25,1,Single,"4,22"
TR30706,204,2022-04-19,P1,8800,4,35200,Choco Bar,8800,Prima Kelapa Dua,Prima,Modern Trade,53,0,Married,"9,46"
TR3948,62,2022-04-19,P3,7500,1,7500,Crackers,7500,Prima Kelapa Dua,Prima,Modern Trade,51,1,Married,"13,62"
TR5623,48,2022-04-19,P5,4200,4,16800,Thai Tea,4200,Sinar Harapan,Prestasi,General Trade,32,0,Married,"10,62"
TR56450,194,2022-04-19,P9,10000,3,30000,Yoghurt,10000,Buana Indah,Buana,General Trade,31,1,Married,"4,33"
TR81438,224,2022-04-19,P8,16000,3,48000,Oat,16000,Lingga,Lingga,Modern Trade,29,0,Married,"3,31"
TR92519,405,2022-04-19,P5,4200,4,16800,Thai Tea,4200,Gita Ginara,Gita,General Trade,18,0,Single,0
TR95780,7,2022-04-19,P2,3200,7,22400,Ginger Candy,3200,Buana,Buana,General Trade,31,0,Married,"4,57"
TR98303,443,2022-04-19,P3,7500,1,7500,Crackers,7500,Bonafid,Gita,General Trade,33,1,Married,"9,28"
TR9944,249,2022-04-19,P1,8800,9,79200,Choco Bar,8800,Prima Kota,Prima,Modern Trade,47,0,Married,"13,34"
TR22734,228,2022-04-20,P6,18000,4,72000,Cashew,18000,Sinar Harapan,Prestasi,General Trade,46,0,Married,"11,31"
TR39369,437,2022-04-20,P2,3200,4,12800,Ginger Candy,3200,Buana Indah,Buana,General Trade,33,1,Married,"3,49"
TR51352,440,2022-04-20,P8,16000,2,32000,Oat,16000,Prestasi Utama,Prestasi,General Trade,40,0,Married,"3,47"
TR56306,237,2022-04-20,P3,7500,4,30000,Crackers,7500,Buana,Buana,General Trade,35,1,Married,"8,14"
TR56568,136,2022-04-20,P4,12000,2,24000,Potato Chip,12000,Prestasi Utama,Prestasi,General Trade,28,1,Married,"2,96"
TR63844,301,2022-04-20,P1,8800,2,17600,Choco Bar,8800,Buana Indah,Buana,General Trade,60,0,Married,"8,97"
TR68783,321,2022-04-20,P2,3200,7,22400,Ginger Candy,3200,Harapan Baru,Harapan Baru,General Trade,45,0,Married,"8,03"
TR69041,82,2022-04-20,P9,10000,2,20000,Yoghurt,10000,Sinar Harapan,Prestasi,General Trade,60,1,Married,"6,24"
TR77308,347,2022-04-20,P5,4200,4,16800,Thai Tea,4200,Sinar Harapan,Prestasi,General Trade,26,1,Single,"3,69"
TR77884,334,2022-04-20,P2,3200,7,22400,Ginger Candy,3200,Buana,Buana,General Trade,70,0,Married,"5,99"
TR7993,347,2022-04-20,P8,16000,1,16000,Oat,16000,Prima Tendean,Prima,Modern Trade,26,1,Single,"3,69"
TR8256,29,2022-04-20,P10,15000,4,60000,Cheese Stick,15000,Gita Ginara,Gita,General Trade,59,1,Married,"10,5"
TR90873,412,2022-04-20,P2,3200,6,19200,Ginger Candy,3200,Prestasi Utama,Prestasi,General Trade,18,1,Single,0
TR14608,426,2022-04-21,P6,18000,1,18000,Cashew,18000,Prima Kelapa Dua,Prima,Modern Trade,19,0,Single,"2,16"
TR36274,260,2022-04-21,P10,15000,4,60000,Cheese Stick,15000,Prima Kelapa Dua,Prima,Modern Trade,33,0,Single,"6,65"
TR38554,6,2022-04-21,P1,8800,5,44000,Choco Bar,8800,Buana Indah,Buana,General Trade,23,0,Married,"2,33"
TR42571,225,2022-04-21,P8,16000,1,16000,Oat,16000,Buana,Buana,General Trade,59,1,Married,"10,59"
